,Est,time,max_d,mean_d,triangles
0,0.0,308,18,9.96,513.0
1,0.0,449,16,9.72,501.0
2,0.0,440,20,10.96,651.0
3,0.0,10801,16,10.24,570.0
4,0.0,327,21,11.24,705.0
5,0.0,324,16,10.24,555.0
6,0.0,1045,16,9.76,556.0
7,0.0,438,17,9.68,517.0
8,0.0,198,17,9.92,560.0
9,0.0,371,13,8.48,380.0
10,0.0,478,15,9.32,431.0
11,0.0,259,16,9.96,549.0
12,0.0001,159,16,10.8,614.0
13,0.0,1703,22,11.52,743.0
14,0.0,368,13,9.04,438.0
15,0.0,10741,23,12.48,1045.0
16,0.0,290,19,10.48,599.0
17,0.0,960,19,12.0,862.0
18,0.0001,172,17,10.72,594.0
19,0.0,309,16,9.84,521.0
20,0.0,206,17,10.52,588.0
21,0.0001,183,16,10.32,540.0
22,0.0,341,18,10.72,680.0
23,0.0,618,19,11.2,728.0
24,0.0,4855,23,13.56,1107.0
25,0.0,473,18,11.4,731.0
26,0.0,255,16,9.36,486.0
27,0.0,338,16,9.92,571.0
28,0.0,254,17,11.2,669.0
29,0.0,277,21,11.08,753.0
30,0.0,318,16,8.76,387.0
31,0.0,335,16,8.6,359.0
32,0.0,252,15,9.8,531.0
33,0.0,581,19,10.28,590.0
34,0.0,700,16,9.56,509.0
35,0.0,358,16,10.36,599.0
36,0.0001,234,18,10.08,527.0
37,0.0,212,18,10.08,557.0
38,0.0,472,15,9.52,489.0
39,0.0,3965,14,8.72,394.0
40,0.0,317,20,11.16,731.0
41,0.0,1022,16,10.0,574.0
42,0.0,860037,19,10.32,577.0
43,0.0,518,16,8.76,437.0
44,0.0001,180,15,9.04,444.0
45,0.0,770,18,9.0,448.0
46,0.0,324,17,10.36,583.0
47,0.0,291,16,10.52,606.0
48,0.0001,301,17,10.16,606.0
49,0.0,225,16,10.16,529.0
50,0.0001,261,20,11.56,811.0
51,0.0,197,18,9.92,504.0
52,0.0,328,20,11.08,686.0
53,0.0,15177,15,9.4,438.0
54,0.0001,178,18,10.12,528.0
55,0.0,5362,19,11.92,774.0
56,0.0,281,17,10.12,614.0
57,0.0,640,17,10.2,535.0
58,0.0,402,15,9.44,457.0
59,0.0549,10000000,19,10.4,633.0
60,0.0001,156,15,10.48,578.0
61,0.0,314,18,9.16,468.0
62,0.0,315,20,11.04,798.0
63,0.0,206,17,9.96,516.0
64,0.0,238,18,9.6,481.0
65,0.0001,318,17,10.44,643.0
66,0.0,183,21,12.36,835.0
67,0.0,379,19,11.44,762.0
68,0.0,377,20,11.32,725.0
69,0.0,412,15,9.44,474.0
70,0.0,385,18,9.92,541.0
71,0.0,325,23,12.2,916.0
72,0.0,318,16,10.56,612.0
73,0.0,379,15,9.48,493.0
74,0.0,827,20,11.2,718.0
75,0.0001,231,19,10.36,586.0
76,0.0,256,17,10.0,575.0
77,0.0,346,14,9.28,410.0
78,0.0,250,14,9.88,494.0
79,0.0,457,18,10.96,711.0
80,0.0,418,16,8.64,388.0
81,0.0,260,17,10.24,537.0
82,0.0,213,17,9.8,503.0
83,0.0001,217,16,9.92,527.0
84,0.0,451,15,10.12,548.0
85,0.0,304,17,9.8,489.0
86,0.0,494,21,10.88,663.0
87,0.0001,200,20,10.52,629.0
88,0.0,372,18,9.44,445.0
89,0.0,379,15,8.48,370.0
90,0.0,241,17,10.68,645.0
91,0.0001,179,19,10.88,736.0
92,0.0001,578,19,11.4,758.0
93,0.0,189,17,9.76,490.0
94,0.0,5120,17,10.0,552.0
95,0.0,275,17,12.04,784.0
96,0.0,299,19,10.88,662.0
97,0.0001,388,18,9.28,448.0
98,0.0,214,18,10.24,604.0
99,0.0001,299,17,9.76,546.0
100,0.0,657,16,8.68,403.0
101,0.0,173,17,10.88,640.0
102,0.0,331,19,11.48,729.0
103,0.0,421,15,9.4,505.0
104,0.0,280,20,11.8,770.0
105,0.0,286,18,11.0,723.0
106,0.0001,196,17,9.6,478.0
107,0.0,301,16,10.08,501.0
108,0.0,333,21,11.64,784.0
109,0.0,279,20,13.0,951.0
110,0.0,382550,17,10.0,559.0
111,0.0,268,21,12.0,798.0
112,0.0001,459,16,9.68,541.0
113,0.0,1853006,20,11.28,765.0
114,0.0001,240,19,10.0,634.0
115,0.0001,272,19,10.48,690.0
116,0.0,441,17,10.24,567.0
117,0.0,251,17,9.76,494.0
118,0.0,2877,17,10.0,553.0
119,0.0,344,18,10.96,678.0
120,0.0,409,18,11.08,753.0
121,0.0,271,15,9.8,509.0
122,0.0,235,16,10.24,536.0
123,0.0001,434,19,10.88,715.0
124,0.0,354,20,10.16,600.0
125,0.0,191,16,10.96,614.0
126,0.0001,126,17,11.12,671.0
127,0.0,1105,17,9.88,506.0
128,0.0,209,15,10.56,598.0
129,0.0,22758,19,11.76,868.0
130,0.0,298,20,10.36,610.0
131,0.0,2599,16,9.6,483.0
132,0.0,300,15,9.8,502.0
133,0.0001,205,21,12.16,839.0
134,0.0,285,15,9.8,572.0
135,0.0001,228,14,9.24,428.0
136,0.0,614,19,11.36,709.0
137,0.0,374,20,10.96,650.0
138,0.0,305,18,10.12,591.0
139,0.0001,176,17,9.52,462.0
140,0.0,1387,18,9.92,525.0
141,0.0,293,19,10.76,674.0
142,0.0,383,17,9.04,444.0
143,0.0,337,17,10.28,581.0
144,0.0,235,17,10.04,528.0
145,0.0,433,17,10.68,621.0
146,0.0,6242,24,11.52,816.0
147,0.0,208,19,10.04,582.0
148,0.0,279,20,11.04,766.0
149,0.0,216,15,9.16,416.0
150,0.0,6250,17,10.28,648.0
151,0.0,6258186,18,10.96,640.0
152,0.0,276,20,11.0,674.0
153,0.0,473,18,10.88,650.0
154,0.0,4447,19,10.28,662.0
155,0.047,10000000,17,11.2,704.0
156,0.0001,425,19,11.8,837.0
157,0.0,9323,21,12.32,867.0
158,0.0,254,15,9.88,516.0
159,0.0,232,20,11.04,694.0
160,0.0,188,17,11.12,646.0
161,0.0,290,21,12.48,867.0
162,0.0,174,17,10.64,690.0
163,0.0,295,18,10.56,613.0
164,0.0,2057,16,9.44,478.0
165,0.0001,734,18,9.64,488.0
166,0.0,412,19,10.44,619.0
167,0.0001,295,17,10.28,615.0
168,0.0,606,16,10.2,556.0
169,0.0,6464,17,9.96,502.0
170,0.0,2141,19,11.12,680.0
171,0.0,278,19,10.56,600.0
172,0.0,236,14,8.92,413.0
173,0.0001,215,16,9.84,512.0
174,0.0,6596,20,11.0,706.0
175,0.0001,207,17,10.2,552.0
176,0.0,353,21,11.08,794.0
177,0.0,453,18,10.28,607.0
178,0.0,31357,20,10.6,792.0
179,0.0,411,18,10.56,642.0
180,0.0,201,18,10.08,556.0
181,0.0,336,15,10.2,521.0
182,0.0,637,18,10.36,608.0
183,0.0,238,18,10.88,633.0
184,0.0,794,16,10.48,583.0
185,0.0001,306,21,11.28,690.0
186,0.0,308,18,10.84,659.0
187,0.0,447,19,10.64,622.0
188,0.0001,186,16,10.04,547.0
189,0.0,242,19,11.2,673.0
190,0.0,467,16,9.68,500.0
191,0.0001,207,15,8.96,409.0
192,0.0,536,16,9.96,501.0
193,0.0,1153,22,12.52,898.0
194,0.0,237,16,9.8,489.0
195,0.0,217,15,9.44,448.0
196,0.0,158,20,12.56,820.0
197,0.0001,242,15,9.8,509.0
198,0.0,230,19,10.68,596.0
199,0.0,266,19,11.32,707.0
200,0.0001,186,16,9.84,483.0
201,0.0,191,19,11.36,692.0
202,0.0,205,17,11.2,669.0
203,0.0,3056,22,10.44,656.0
204,0.0,290,16,10.56,642.0
205,0.0001,386,15,9.92,537.0
206,0.0,284,17,9.6,459.0
207,0.0,353,16,10.12,555.0
208,0.0,186,19,11.6,782.0
209,0.0,237,16,9.68,532.0
210,0.0,1112,18,10.72,600.0
211,0.0247,10000000,21,13.32,1068.0
212,0.0,228,19,11.16,662.0
213,0.0,340,16,9.84,554.0
214,0.0,355,17,10.04,508.0
215,0.0001,230,16,9.24,460.0
216,0.0,203,15,10.32,541.0
217,0.0,393,18,11.2,638.0
218,0.0001,233,19,10.68,634.0
219,0.0,211,15,9.88,468.0
220,0.0001,286,18,10.24,588.0
221,0.0,489,17,10.76,625.0
222,0.0,503,15,9.68,499.0
223,0.0,499,16,9.72,584.0
224,0.0,1272,19,11.28,739.0
225,0.0,700,19,10.16,599.0
226,0.0,204,16,9.76,483.0
227,0.0,213,17,10.92,696.0
228,0.0,299,17,11.0,701.0
229,0.0,214,19,11.2,745.0
230,0.0,2020,19,10.96,738.0
231,0.0,228,17,9.88,550.0
232,0.0,285,16,10.72,653.0
233,0.0,255,19,10.28,666.0
234,0.0,4479,19,10.68,687.0
235,0.0,133,21,13.92,1019.0
236,0.0,302,16,9.16,513.0
237,0.0,601429,18,9.96,604.0
238,0.0,399,14,9.24,439.0
239,0.0,336,18,10.88,648.0
240,0.0,1779,19,11.36,754.0
241,0.0,413,22,11.36,811.0
242,0.0,216,20,11.04,687.0
243,0.0,197,15,9.52,519.0
244,0.0,152,15,10.76,640.0
245,0.0,391,20,11.76,795.0
246,0.0001,175,20,12.6,909.0
247,0.0,282,15,10.08,516.0
248,0.0,668580,16,10.32,602.0
249,0.0,419,18,10.6,608.0
250,0.0,381,17,9.68,499.0
251,0.0,562,18,10.68,617.0
252,0.0,234,21,12.44,881.0
253,0.0,646,16,9.64,500.0
254,0.0,352,21,11.16,659.0
255,0.0,293,17,10.24,572.0
256,0.0,385,20,11.48,710.0
257,0.0,266,19,10.68,680.0
258,0.0,460,15,9.16,437.0
259,0.0001,189,18,9.8,525.0
260,0.0001,263,14,10.24,522.0
261,0.0,608,20,12.0,808.0
262,0.0,172,14,9.52,470.0
263,0.0,394,17,9.84,543.0
264,0.0,223,19,10.76,606.0
265,0.0,455,18,10.84,651.0
266,0.0001,232,19,10.32,562.0
267,0.0001,205,17,9.56,480.0
268,0.0,487,17,10.12,543.0
269,0.0,2121,16,8.72,408.0
270,0.0,463,15,9.56,473.0
271,0.0001,220,14,8.68,378.0
272,0.0,1274,18,11.64,749.0
273,0.0,385,16,9.52,507.0
274,0.0,212,19,12.4,840.0
275,0.0001,207,12,8.52,362.0
276,0.0,398,20,11.04,656.0
277,0.0,669,20,11.0,697.0
278,0.0,502,17,10.24,534.0
279,0.0001,149,19,11.32,685.0
280,0.0,256,20,11.52,798.0
281,0.0,217,19,11.36,731.0
282,0.0,265,17,10.28,555.0
283,0.0001,191,16,9.0,448.0
284,0.0,289,18,10.56,617.0
285,0.0,462,15,10.0,521.0
286,0.0,622,22,11.64,808.0
287,0.0,460,22,11.16,730.0
288,0.0,345,22,11.04,690.0
289,0.0,4056,21,11.04,738.0
290,0.0,1720,20,11.48,844.0
291,0.0,662,21,11.16,752.0
292,0.0001,251,18,10.0,520.0
293,0.0,288,19,10.64,612.0
294,0.0,259,19,10.88,708.0
295,0.0,311,19,10.76,627.0
296,0.0,873,20,10.68,745.0
297,0.0,206,20,11.56,786.0
298,0.0,349,21,12.28,834.0
299,0.0,276,17,10.16,534.0
300,0.0,4068,19,11.96,787.0
301,0.0,381,16,10.0,558.0
302,0.0,190,16,11.16,680.0
303,0.0,1226,22,12.32,944.0
304,0.0,480,19,11.12,710.0
305,0.0,289,19,10.08,544.0
306,0.0001,564,19,11.0,692.0
307,0.0,500,17,9.48,481.0
308,0.0,1489,18,10.84,658.0
309,0.0,28299,20,10.32,605.0
310,0.0,345,18,9.36,470.0
311,0.0,531,18,10.76,647.0
312,0.0,202,18,12.44,863.0
313,0.0,262,16,9.6,472.0
314,0.0,221,12,8.48,379.0
315,0.0,232,18,11.28,716.0
316,0.0,870,19,11.64,776.0
317,0.0,508,21,11.96,809.0
318,0.0001,177,15,9.4,419.0
319,0.0,211,20,11.08,655.0
320,0.0,227,18,10.72,690.0
321,0.0001,243,20,11.16,696.0
322,0.0,226,16,9.8,486.0
323,0.0,544,18,9.88,522.0
324,0.0,287,18,10.48,584.0
325,0.0,418,15,9.48,479.0
326,0.0,213,17,11.0,647.0
327,0.0,396,24,13.72,1164.0
328,0.0,254,16,9.4,462.0
329,0.0,897,17,10.68,613.0
330,0.0,652,20,10.64,688.0
331,0.0001,281,16,9.28,431.0
332,0.0,1821,20,11.24,748.0
333,0.0001,191,20,11.88,853.0
334,0.0,254,16,10.48,608.0
335,0.0,334,17,10.36,611.0
336,0.0001,168,18,11.0,700.0
337,0.0,245,18,11.32,771.0
338,0.0,236,18,10.2,637.0
339,0.0,381,17,9.2,478.0
340,0.0,751,17,9.92,503.0
341,0.0,233,16,9.08,433.0
342,0.0001,459,20,10.44,613.0
343,0.0,474,21,12.28,847.0
344,0.0,363,20,11.92,862.0
345,0.0,444,16,10.08,529.0
346,0.0001,269,19,11.64,753.0
347,0.0,396,18,10.48,589.0
348,0.0,1470,22,11.36,740.0
349,0.0,350,18,10.04,577.0
350,0.0,330,17,10.72,624.0
351,0.0,303,18,10.56,635.0
352,0.0,286,22,12.56,870.0
353,0.0,185,16,10.84,614.0
354,0.0,203,17,11.0,677.0
355,0.0,17872,17,10.04,557.0
356,0.0,391,17,10.32,578.0
357,0.0,658,18,11.0,743.0
358,0.0,449,21,11.76,801.0
359,0.0,556,17,10.48,597.0
360,0.0,522,16,9.64,507.0
361,0.0,313,17,10.52,625.0
362,0.0001,258,20,11.56,766.0
363,0.0,45696,17,10.12,619.0
364,0.0,334,16,9.4,525.0
365,0.0,335,17,10.88,639.0
366,0.0,469,17,10.32,576.0
367,0.0,765,18,9.52,473.0
368,0.0,343,15,10.12,559.0
369,0.0,281,20,11.44,738.0
370,0.0,307,20,10.0,561.0
371,0.0,329,14,10.4,585.0
372,0.0001,226,16,9.84,535.0
373,0.0,396,17,10.84,659.0
374,0.0,361,18,10.8,600.0
375,0.0,331,18,10.48,627.0
376,0.0001,185,20,11.12,654.0
377,0.0,297,19,11.08,692.0
378,0.0,2731,20,11.92,814.0
379,0.0,416,18,10.96,651.0
380,0.0,348,18,9.92,520.0
381,0.0,675,17,10.24,563.0
382,0.0001,212,23,11.76,853.0
383,0.0,743,16,9.64,511.0
384,0.0,191,22,11.56,734.0
385,0.0,1733,18,10.32,591.0
386,0.0,411,16,10.64,621.0
387,0.0,492,17,9.4,471.0
388,0.0,315,20,11.72,772.0
389,0.0,455,15,9.12,417.0
390,0.0,882,18,9.96,563.0
391,0.0,743,17,9.24,486.0
392,0.0,857,19,10.52,637.0
393,0.0,260,15,9.36,517.0
394,0.0001,216,21,11.0,721.0
395,0.0,296,18,10.6,623.0
396,0.0,205,18,10.76,657.0
397,0.0001,220,16,9.04,410.0
398,0.0,460,18,10.16,523.0
399,0.0,418,20,10.28,581.0
400,0.0,1632,18,11.4,692.0
401,0.0,309,19,11.8,846.0
402,0.0,395,20,9.8,556.0
403,0.0,475,15,9.16,437.0
404,0.0,433,21,12.52,890.0
405,0.0,691,22,11.44,764.0
406,0.0,673,19,11.12,640.0
407,0.0,2471,15,9.28,447.0
408,0.0,268,18,10.88,643.0
409,0.0,312,19,10.28,605.0
410,0.0001,208,14,9.56,459.0
411,0.0,688,17,10.36,621.0
412,0.0,417,22,11.28,784.0
413,0.0001,249,14,9.48,456.0
414,0.0,189,15,9.4,494.0
415,0.0,8093,16,9.56,475.0
416,0.0,401,18,10.16,599.0
417,0.0,377,17,10.48,594.0
418,0.0001,346,19,10.44,631.0
419,0.0001,213,15,9.72,480.0
420,0.0,233,15,9.92,560.0
421,0.0,314,16,10.52,614.0
422,0.0,844,19,10.64,691.0
423,0.0,362,18,10.08,561.0
424,0.0,406,17,10.28,570.0
425,0.0001,189,18,11.64,774.0
426,0.0,282,15,10.4,574.0
427,0.0,234,15,10.08,520.0
428,0.0001,244,16,10.48,564.0
429,0.0001,198,15,9.28,498.0
430,0.0,527,17,9.36,439.0
431,0.0,208,22,13.04,994.0
432,0.0001,249,17,10.2,569.0
433,0.0,3710,22,11.88,867.0
434,0.0,1403,15,9.36,488.0
435,0.0,371,16,9.52,488.0
436,0.0,474,18,10.28,568.0
437,0.0,346,20,9.92,556.0
438,0.0,348,16,9.28,452.0
439,0.0,497,17,9.68,496.0
440,0.0,413,16,9.32,451.0
441,0.0001,181,15,9.4,427.0
442,0.0001,205,17,10.08,557.0
443,0.0,3702,18,11.44,788.0
444,0.0,201,18,10.16,524.0
445,0.0,232,17,9.72,508.0
446,0.0,285,18,10.12,566.0
447,0.0,842,17,10.6,655.0
448,0.0,210,19,10.84,627.0
449,0.0,423,19,11.16,657.0
450,0.0,605,15,9.48,456.0
451,0.0,242,18,10.48,625.0
452,0.0,283,15,9.4,418.0
453,0.0,36164,17,10.48,644.0
454,0.0,2133,16,9.92,529.0
455,0.0,240,18,10.96,668.0
456,0.0,584,19,9.28,495.0
457,0.0,505,15,9.52,488.0
458,0.0,1134,16,10.04,510.0
459,0.0,191,15,10.04,513.0
460,0.0,557,18,11.44,741.0
461,0.0,246,17,10.28,533.0
462,0.0001,210,19,10.64,624.0
463,0.0,362,19,11.56,715.0
464,0.0,248,20,11.6,739.0
465,0.0,223,16,9.68,577.0
466,0.0,235,17,10.76,648.0
467,0.0,248,18,10.44,595.0
468,0.0001,232,21,13.08,1070.0
469,0.0,252,19,10.56,609.0
470,0.0,1755,17,9.96,581.0
471,0.0,177,17,11.04,635.0
472,0.0,2222,13,9.0,410.0
473,0.0,213,21,12.6,863.0
474,0.0,191,16,9.76,501.0
475,0.0,306,16,9.56,504.0
476,0.0,355,13,9.12,437.0
477,0.0,326,15,8.8,398.0
478,0.0,1454,18,11.08,708.0
479,0.0,309,20,11.32,758.0
480,0.0,284,17,10.6,616.0
481,0.0,231,16,10.08,519.0
482,0.0,282,18,10.64,596.0
483,0.0,1927,21,11.36,736.0
484,0.0,671,18,10.36,577.0
485,0.0,587,19,11.12,719.0
486,0.0,1325,17,10.08,548.0
487,0.0,10164,20,11.32,740.0
488,0.0,1260,20,11.96,874.0
489,0.0001,252,15,10.0,597.0
490,0.0001,182,16,9.8,485.0
491,0.0,411,17,9.84,487.0
492,0.0,280,16,10.36,581.0
493,0.0,815,20,11.96,788.0
494,0.0,183,14,9.2,413.0
495,0.0,409,19,10.4,661.0
496,0.0,367,20,11.28,746.0
497,0.0,379,15,10.24,583.0
498,0.0,216,19,10.16,555.0
499,0.0,7718,16,9.28,469.0
